Run,FinalTime,ResourcesCollected
1,3600.000000,155.000000
2,3600.000000,160.000000
3,3600.000000,142.000000
4,3600.000000,157.000000
5,3600.000000,141.000000
6,3600.000000,142.000000
7,3600.000000,161.000000
8,3600.000000,151.000000
9,3600.000000,152.000000
10,3600.000000,161.000000
