Run,FinalTime,ResourcesCollected
1,1800.000000,86.000000
2,1800.000000,79.000000
3,1800.000000,75.000000
4,1800.000000,64.000000
5,1800.000000,77.000000
6,1800.000000,65.000000
7,1800.000000,91.000000
8,1800.000000,68.000000
9,1800.000000,83.000000
10,1800.000000,98.000000
