Run,FinalTime,ResourcesCollected
1,3600.000000,121.000000
2,3600.000000,115.000000
3,3600.000000,133.000000
4,3600.000000,136.000000
5,3600.000000,106.000000
6,3600.000000,116.000000
7,3600.000000,136.000000
8,3600.000000,134.000000
9,3600.000000,121.000000
10,3600.000000,134.000000
